movie_title,movie_budget,movie_domestic_gross,movie_world_gross,movie_genre,movie_imdb_rating,movie_imdb_metascore,movie_poster,movie_director,movie_star1,movie_star2,movie_star3,movie_release_date,movie_release_year
THE AMAZING SPIDER-MAN,"$220,000,000.00 ","$262,030,663.00 ","$757,890,267.00 ",scifi,6.9,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Marc Webb,Andrew Garfield,Emma Stone,Rhys Ifans,3-Jul,2012
THE AVENGERS,"$225,000,000.00 ","$623,357,910.00 ","$1,515,100,211.00 ",scifi,8,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joss Whedon,Robert Downey Jr.,Chris Evans,Scarlett Johansson,4-May,2012
THE HUNGER GAMES,"$80,000,000 ","$408,010,692 ","$677,923,379 ",scifi,7.2,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gary Ross,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,23-Mar,2012
WRECK-IT RALPH,"$165,000,000.00 ","$189,412,677.00 ","$496,511,521.00 ",scifi,7.7,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rich Moore,(voice),(voice),(voice),2-Nov,2012
ABOUT TIME,"$12,000,000 ","$15,323,921 ","$85,979,738 ",scifi,7.8,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Richard Curtis,Domhnall Gleeson,Rachel McAdams,Bill Nighy,8-Nov,2013
GRAVITY,"$110,000,000.00 ","$274,092,705.00 ","$685,710,761.00 ",scifi,7.7,96,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Alfonso Cuarón,Sandra Bullock,George Clooney,Ed Harris,4-Oct,2013
IRON MAN 3,"$200,000,000.00 ","$408,992,272.00 ","$1,215,392,272.00 ",scifi,7.1,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Shane Black,Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,3-May,2013
MAN OF STEEL,"$225,000,000.00 ","$291,045,518.00 ","$667,999,518.00 ",scifi,7.1,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Zack Snyder,Henry Cavill,Amy Adams,Michael Shannon,14-Jun,2013
MR. NOBODY,"$46,500,000.00 ","$3,622.00 ","$22,254.00 ",scifi,7.8,63,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jaco Van Dormael,Jared Leto,Sarah Polley,Diane Kruger,26-Sep,2013
OBLIVION,"$120,000,000.00 ","$89,107,235.00 ","$287,916,633.00 ",scifi,7,54,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joseph Kosinski,Tom Cruise,Morgan Freeman,Andrea Riseborough,19-Apr,2013
STAR TREK INTO DARKNESS,"$190,000,000.00 ","$228,778,661.00 ","$467,381,584.00 ",scifi,7.7,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,J.J. Abrams,Chris Pine,Zachary Quinto,Zoe Saldana,16-May,2013
THE HUNGER GAMES: CATCHING FIRE,"$130,000,000.00 ","$424,668,047.00 ","$864,868,047.00 ",scifi,7.5,76,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,22-Nov,2013
THE WOLVERINE,"$115,000,000.00 ","$132,556,852.00 ","$416,456,852.00 ",scifi,6.7,61,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Mangold,Hugh Jackman,Will Yun Lee,Tao Okamoto,26-Jul,2013
WORLD WAR Z,"$190,000,000.00 ","$202,706,711.00 ","$531,861,650.00 ",scifi,7,63,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Marc Forster,Brad Pitt,Mireille Enos,Daniella Kertesz,21-Jun,2013
BIG HERO 6,"$165,000,000.00 ","$222,527,828.00 ","$648,415,024.00 ",scifi,7.8,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chris Williams,(voice),(voice),(voice),7-Nov,2014
CAPTAIN AMERICA: THE WINTER SOLDIER,"$170,000,000.00 ","$259,746,958.00 ","$714,401,889.00 ",scifi,7.8,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joe Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,4-Apr,2014
DIVERGENT,"$85,000,000.00 ","$150,947,895.00 ","$276,014,965.00 ",scifi,6.6,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Neil Burger,Shailene Woodley,Theo James,Kate Winslet,21-Mar,2014
EDGE OF TOMORROW,"$178,000,000.00 ","$100,206,256.00 ","$367,028,980.00 ",scifi,7.9,71,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Doug Liman,Tom Cruise,Emily Blunt,Bill Paxton,6-Jun,2014
GODZILLA,"$160,000,000.00 ","$200,676,069.00 ","$529,076,069.00 ",scifi,6.4,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gareth Edwards,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,16-May,2014
GUARDIANS OF THE GALAXY,"$170,000,000.00 ","$333,714,112.00 ","$770,882,395.00 ",scifi,8,76,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Gunn,Chris Pratt,Vin Diesel,Bradley Cooper,1-Aug,2014
HER,"$23,000,000 ","$25,568,251 ","$48,043,998 ",scifi,8,91,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Spike Jonze,Joaquin Phoenix,Amy Adams,Scarlett Johansson,10-Jan,2014
INTERSTELLAR,"$165,000,000.00 ","$188,017,894.00 ","$648,785,349.00 ",scifi,8.6,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,7-Nov,2014
LUCY,"$40,000,000.00 ","$126,573,960.00 ","$457,507,776.00 ",scifi,6.4,61,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Luc Besson,Scarlett Johansson,Morgan Freeman,Choi Min-sik,25-Jul,2014
SNOWPIERCER,"$40,000,000.00 ","$4,563,029.00 ","$86,808,204.00 ",scifi,7.1,84,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bong Joon Ho,Chris Evans,Jamie Bell,Tilda Swinton,11-Jul,2014
THE AMAZING SPIDER-MAN 2,"$200,000,000.00 ","$202,853,933.00 ","$708,996,336.00 ",scifi,6.6,53,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Marc Webb,Andrew Garfield,Emma Stone,Jamie Foxx,2-May,2014
THE GIVER,"$25,000,000 ","$45,090,374 ","$66,540,205 ",scifi,6.4,47,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Phillip Noyce,Brenton Thwaites,Jeff Bridges,Meryl Streep,15-Aug,2014
THE HUNGER GAMES: MOCKINGJAY - PART 1,"$125,000,000.00 ","$337,135,885.00 ","$766,575,131.00 ",scifi,6.6,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,21-Nov,2014
THE LEGO MOVIE,"$60,000,000.00 ","$257,784,718.00 ","$468,084,718.00 ",scifi,7.7,83,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christopher Miller,(voice),(voice),(voice),7-Feb,2014
THE MAZE RUNNER,"$34,000,000 ","$102,427,862 ","$348,319,861 ",scifi,6.8,57,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Wes Ball,Dylan O'Brien,Kaya Scodelario,Will Poulter,19-Sep,2014
TRANSFORMERS: AGE OF EXTINCTION,"$210,000,000.00 ","$245,439,076.00 ","$1,104,054,072.00 ",scifi,5.6,32,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Michael Bay,Mark Wahlberg,Nicola Peltz Beckham,Jack Reynor,27-Jun,2014
UNDER THE SKIN,"$13,300,000.00 ","$2,614,251.00 ","$7,229,933.00 ",scifi,6.3,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jonathan Glazer,Scarlett Johansson,Jeremy McWilliams,Lynsey Taylor Mackay,18-Apr,2014
X-MEN: DAYS OF FUTURE PAST,"$200,000,000.00 ","$233,921,534.00 ","$747,862,775.00 ",scifi,7.9,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bryan Singer,Patrick Stewart,Ian McKellen,Hugh Jackman,23-May,2014
ANT-MAN,"$130,000,000.00 ","$180,202,163.00 ","$518,858,449.00 ",scifi,7.3,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Peyton Reed,Paul Rudd,Michael Douglas,Corey Stoll,17-Jul,2015
AVENGERS: AGE OF ULTRON,"$365,000,000.00 ","$459,005,868.00 ","$1,395,316,979.00 ",scifi,7.3,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joss Whedon,Robert Downey Jr.,Chris Evans,Mark Ruffalo,1-May,2015
EX MACHINA,"$13,000,000.00 ","$25,440,971.00 ","$38,298,841.00 ",scifi,7.7,78,"https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",Alex Garland,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,24-Apr,2015
FANTASTIC FOUR,"$87,500,000.00 ","$154,696,080.00 ","$333,132,750.00 ",scifi,4.3,27,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Josh Trank,Miles Teller,Kate Mara,Michael B. Jordan,7-Aug,2015
JURASSIC WORLD,"$215,000,000.00 ","$652,306,625.00 ","$1,669,963,641.00 ",scifi,6.9,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,12-Jun,2015
MAD MAX: FURY ROAD,"$150,000,000.00 ","$153,636,354.00 ","$365,769,378.00 ",scifi,8.1,90,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,George Miller,Tom Hardy,Charlize Theron,Nicholas Hoult,15-May,2015
MINIONS,"$704,357,331.00 ","$141,424,000.00 ","$562,933,331.00 ",scifi,6.4,56,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Pierre Coffin,(voice),(voice),(voice),10-Jul,2015
THE DIVERGENT SERIES: INSURGENT,"$110,000,000.00 ","$130,179,072.00 ","$295,075,882.00 ",scifi,6.2,42,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Schwentke,Shailene Woodley,Ansel Elgort,Theo James,20-Mar,2015
THE HUNGER GAMES: MOCKINGJAY - PART 2,"$160,000,000.00 ","$281,723,902.00 ","$647,396,133.00 ",scifi,6.5,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,20-Nov,2015
THE LOBSTER,"$4,500,000 ","$9,196,278 ","$18,019,834 ",scifi,7.1,82,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Yorgos Lanthimos,Colin Farrell,Rachel Weisz,Jessica Barden,16-Oct,2015
THE MARTIAN,"$108,000,000.00 ","$228,433,663.00 ","$653,609,107.00 ",scifi,8,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,2-Oct,2015
ARRIVAL,"$47,000,000.00 ","$100,546,139.00 ","$202,754,970.00 ",scifi,7.9,81,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,11-Nov,2016
BATMAN V SUPERMAN: DAWN OF JUSTICE,"$263,000,000.00 ","$330,360,194.00 ","$872,395,091.00 ",scifi,6.4,44,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Zack Snyder,Ben Affleck,Henry Cavill,Amy Adams,25-Mar,2016
CAPTAIN AMERICA: CIVIL WAR,"$250,000,000.00 ","$408,084,349.00 ","$1,151,899,586.00 ",scifi,7.8,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joe Russo,Chris Evans,Robert Downey Jr.,Scarlett Johansson,6-May,2016
DOCTOR STRANGE,"$165,000,000.00 ","$232,641,920.00 ","$676,343,174.00 ",scifi,7.5,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,4-Nov,2016
PASSENGERS,"$110,000,000.00 ","$100,014,699.00 ","$302,239,672.00 ",scifi,7,41,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Morten Tyldum,Jennifer Lawrence,Chris Pratt,Michael Sheen,21-Dec,2016
ROGUE ONE: A STAR WARS STORY,"$200,000,000.00 ","$533,539,991.00 ","$1,055,083,596.00 ",scifi,7.8,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gareth Edwards,Felicity Jones,Diego Luna,Alan Tudyk,16-Dec,2016
STAR TREK BEYOND,"$185,000,000.00 ","$158,848,340.00 ","$335,673,708.00 ",scifi,7,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Justin Lin,Chris Pine,Zachary Quinto,Karl Urban,22-Jul,2016
SUICIDE SQUAD,"$175,000,000.00 ","$325,100,054.00 ","$745,744,980.00 ",scifi,5.9,40,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Ayer,Will Smith,Jared Leto,Margot Robbie,5-Aug,2016
X-MEN: APOCALYPSE,"$178,000,000.00 ","$155,442,489.00 ","$542,537,546.00 ",scifi,6.9,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bryan Singer,James McAvoy,Michael Fassbender,Jennifer Lawrence,27-May,2016
ALIEN: COVENANT,"$97,000,000.00 ","$74,262,031.00 ","$238,521,247.00 ",scifi,6.4,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ridley Scott,Michael Fassbender,Katherine Waterston,Billy Crudup,19-May,2017
BLADE RUNNER 2049,"$185,000,000.00 ","$92,054,159.00 ","$258,829,058.00 ",scifi,8,81,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Denis Villeneuve,Harrison Ford,Ryan Gosling,Ana de Armas,6-Oct,2017
GHOST IN THE SHELL,"$110,000,000.00 ","$40,563,557.00 ","$167,910,690.00 ",scifi,6.3,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rupert Sanders,Scarlett Johansson,Pilou Asbæk,Takeshi Kitano,31-Mar,2017
JUSTICE LEAGUE,"$300,000,000.00 ","$229,024,295.00 ","$655,945,209.00 ",scifi,6.1,45,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Zack Snyder,Ben Affleck,Gal Gadot,Jason Momoa,17-Nov,2017
KONG: SKULL ISLAND,"$185,000,000.00 ","$168,052,812.00 ","$561,072,059.00 ",scifi,6.6,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jordan Vogt-Roberts,Tom Hiddleston,Samuel L. Jackson,Brie Larson,10-Mar,2017
LIFE,"$75,000,000.00 ","$64,062,587.00 ","$73,521,587.00 ",scifi,6.6,54,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Daniel Espinosa,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,24-Mar,2017
LOGAN,"$127,000,000.00 ","$226,277,068.00 ","$614,202,315.00 ",scifi,8.1,77,"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",James Mangold,Hugh Jackman,Patrick Stewart,Dafne Keen,3-Mar,2017
POWER RANGERS,"$120,000,000.00 ","$85,364,450.00 ","$142,531,552.00 ",scifi,5.9,44,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dean Israelite,Dacre Montgomery,Naomi Scott,RJ Cyler,24-Mar,2017
SPIDER-MAN: HOMECOMING,"$175,000,000.00 ","$334,201,140.00 ","$878,271,291.00 ",scifi,7.4,73,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jon Watts,Tom Holland,Michael Keaton,Robert Downey Jr.,7-Jul,2017
THE CIRCLE,"$18,000,000.00 ","$20,497,844.00 ","$40,651,864.00 ",scifi,5.3,43,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Ponsoldt,Emma Watson,Tom Hanks,John Boyega,28-Apr,2017
THOR: RAGNAROK,"$180,000,000.00 ","$315,058,289.00 ","$850,482,778.00 ",scifi,7.9,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Taika Waititi,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,3-Nov,2017
TRANSFORMERS: THE LAST KNIGHT,"$217,000,000.00 ","$130,168,683.00 ","$602,893,340.00 ",scifi,5.2,27,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Michael Bay,Mark Wahlberg,Anthony Hopkins,Josh Duhamel,21-Jun,2017
VALERIAN AND THE CITY OF A THOUSAND PLANETS,"$180,000,000.00 ","$40,479,370.00 ","$215,098,356.00 ",scifi,6.4,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Luc Besson,Dane DeHaan,Cara Delevingne,Clive Owen,21-Jul,2017
WONDER WOMAN,"$150,000,000.00 ","$412,563,408.00 ","$817,691,766.00 ",scifi,7.4,76,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Patty Jenkins,Gal Gadot,Chris Pine,Robin Wright,2-Jun,2017
A QUIET PLACE,"$17,000,000 ","$188,024,361 ","$334,876,670 ",scifi,7.5,82,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,John Krasinski,Emily Blunt,John Krasinski,Millicent Simmonds,6-Apr,2018
ANNIHILATION,"$55,000,000.00 ","$32,732,301.00 ","$43,070,915.00 ",scifi,6.8,79,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Alex Garland,Natalie Portman,Jennifer Jason Leigh,Tessa Thompson,23-Feb,2018
ANT-MAN AND THE WASP,"$130,000,000.00 ","$216,648,740.00 ","$623,144,660.00 ",scifi,7,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Peyton Reed,Paul Rudd,Evangeline Lilly,Michael Peña,6-Jul,2018
AQUAMAN,"$160,000,000.00 ","$335,061,807.00 ","$1,143,758,700.00 ",scifi,6.8,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Wan,Jason Momoa,Amber Heard,Willem Dafoe,21-Dec,2018
AVENGERS: INFINITY WAR,"$300,000,000.00 ","$678,815,482.00 ","$2,048,359,754.00 ",scifi,8.4,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joe Russo,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,27-Apr,2018
BLACK PANTHER,"$200,000,000.00 ","$700,059,566.00 ","$1,336,494,320.00 ",scifi,7.3,88,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ryan Coogler,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,16-Feb,2018
BUMBLEBEE,"$102,000,000.00 ","$127,195,589.00 ","$465,195,589.00 ",scifi,6.7,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Travis Knight,Hailee Steinfeld,Jorge Lendeborg Jr.,John Cena,21-Dec,2018
DEADPOOL 2,"$110,000,000.00 ","$324,591,735.00 ","$786,362,370.00 ",scifi,7.7,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Leitch,Ryan Reynolds,Josh Brolin,Morena Baccarin,18-May,2018
INCREDIBLES 2,"$200,000,000.00 ","$608,581,744.00 ","$1,242,805,359.00 ",scifi,7.6,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Brad Bird,(voice),(voice),(voice),15-Jun,2018
JURASSIC WORLD: FALLEN KINGDOM,"$170,000,000.00 ","$417,719,760.00 ","$1,308,323,302.00 ",scifi,6.1,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,J.A. Bayona,Chris Pratt,Bryce Dallas Howard,Rafe Spall,22-Jun,2018
READY PLAYER ONE,"$150,000,000.00 ","$137,690,172.00 ","$579,055,653.00 ",scifi,7.4,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steven Spielberg,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,29-Mar,2018
SOLO: A STAR WARS STORY,"$275,000,000.00 ","$213,767,512.00 ","$393,151,347.00 ",scifi,6.9,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ron Howard,Alden Ehrenreich,Woody Harrelson,Emilia Clarke,25-May,2018
SORRY TO BOTHER YOU,"$3,200,000 ","$17,493,096 ","$18,285,560 ",scifi,6.9,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Boots Riley,LaKeith Stanfield,Tessa Thompson,Jermaine Fowler,13-Jul,2018
THE MEG,"$178,000,000.00 ","$145,443,742.00 ","$527,267,828.00 ",scifi,5.6,46,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jon Turteltaub,Jason Statham,Bingbing Li,Rainn Wilson,10-Aug,2018
THE PREDATOR,"$88,000,000.00 ","$51,024,708.00 ","$159,487,563.00 ",scifi,5.3,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Shane Black,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,14-Sep,2018
UPGRADE,"$3,000,000 ","$11,977,130 ","$16,976,561 ",scifi,7.5,67,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Leigh Whannell,Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,1-Jun,2018
VENOM,"$116,000,000.00 ","$213,511,408.00 ","$856,081,053.00 ",scifi,6.6,35,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ruben Fleischer,Tom Hardy,Michelle Williams,Riz Ahmed,5-Oct,2018
AD ASTRA,"$80,000,000 ","$50,188,370 ","$135,406,280 ",scifi,6.5,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Gray,Brad Pitt,Tommy Lee Jones,Ruth Negga,20-Sep,2019
ALITA: BATTLE ANGEL,"$170,000,000.00 ","$85,838,210.00 ","$401,900,040.00 ",scifi,7.3,53,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Rodriguez,Rosa Salazar,Christoph Waltz,Jennifer Connelly,14-Feb,2019
AVENGERS: ENDGAME,"$400,000,000.00 ","$858,373,000.00 ","$2,794,731,755.00 ",scifi,8.4,78,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,26-Apr,2019
CAPTAIN MARVEL,"$175,000,000.00 ","$426,829,839.00 ","$1,129,576,094.00 ",scifi,6.8,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ryan Fleck,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,8-Mar,2019
ESCAPE ROOM,"$9,000,000 ","$57,000,756 ","$155,615,727 ",scifi,6.4,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Adam Robitel,Taylor Russell,Logan Miller,Jay Ellis,4-Jan,2019
GLASS,"$20,000,000 ","$111,048,468 ","$246,999,039 ",scifi,6.6,43,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,M. Night Shyamalan,James McAvoy,Bruce Willis,Samuel L. Jackson,18-Jan,2019
GODZILLA: KING OF THE MONSTERS,"$170,000,000.00 ","$110,500,138.00 ","$383,299,914.00 ",scifi,6,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Michael Dougherty,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,31-May,2019
HELLBOY,"$60,000,000.00 ","$59,623,958.00 ","$99,823,958.00 ",scifi,5.2,31,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Neil Marshall,David Harbour,Milla Jovovich,Ian McShane,12-Apr,2019
IN THE SHADOW OF THE MOON,"$2,000,000 ","$1,134,358 ","$2,175,587 ",scifi,6.2,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jim Mickle,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,27-Sep,2019
POKÉMON: DETECTIVE PIKACHU,"$150,000,000.00 ","$144,105,346.00 ","$429,061,724.00 ",scifi,6.5,53,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rob Letterman,Ryan Reynolds,Justice Smith,Kathryn Newton,10-May,2019
SPIDER-MAN: FAR FROM HOME,"$160,000,000.00 ","$390,532,085.00 ","$1,132,107,522.00 ",scifi,7.4,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jon Watts,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,2-Jul,2019
TERMINATOR: DARK FATE,"$185,000,000.00 ","$62,253,077.00 ","$250,367,666.00 ",scifi,6.2,54,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,1-Nov,2019
BLOODSHOT,"$45,000,000.00 ","$10,021,787.00 ","$37,163,054.00 ",scifi,5.7,44,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dave Wilson,Vin Diesel,Eiza González,Sam Heughan,13-Mar,2020
LOVE AND MONSTERS,"$30,000,000.00 ","$1,070,714.00 ","$1,131,683.00 ",scifi,6.9,63,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Michael Matthews,Dylan O'Brien,Jessica Henwick,Michael Rooker,16-Oct,2020
SONIC THE HEDGEHOG,"$90,000,000.00 ","$146,066,470.00 ","$302,536,124.00 ",scifi,6.5,47,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jeff Fowler,(voice),James Marsden,Jim Carrey,14-Feb,2020
TENET,"$205,000,000.00 ","$58,504,105.00 ","$360,240,189.00 ",scifi,7.3,69,"https://m.media-amazon.com/images/M/MV5BMzU3YWYwNTQtZTdiMC00NjY5LTlmMTMtZDFlYTEyODBjMTk5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Christopher Nolan,John David Washington,Robert Pattinson,Elizabeth Debicki,3-Sep,2020
THE CALL,"$12,800,000 ","$51,872,378 ","$69,821,476 ",scifi,7.1,,"https://m.media-amazon.com/images/M/MV5BOTdlMTg2YWEtMzkxMC00YmNmLThkZGYtYjZmN2UzYzM2ZmRlXkEyXkFqcGdeQXVyMjcxODMwMDk@._V1_UY98_CR0,0,67,98_AL_.jpg",Chung-Hyun Lee,Park Shin-Hye,Jeon Jong-seo,Kim Sung-ryung,27-Nov,2020
